Age,Education,Default,Balance,Housing,Loan,Duration,Campaign,Pdays,Previous,Poutcome,Deposit,Job_management,Job_blue-collar,Job_technician,Job_admin,Job_services,Job_retired,Job_self-employed,Job_student,Job_umemployed,Job_entrepreneur,Job_housemaid,Married,divorced,Contact_cellular,Contact_telephone,Season_1,Season_2,First half of month
46,3,0,461,0,0,369,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
70,1,0,2795,0,0,301,2,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
25,2,0,139,0,1,202,1,91,1,success,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
57,2,0,1044,0,0,585,1,192,2,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
55,2,0,1633,0,0,210,1,192,2,success,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
33,3,0,6513,1,0,170,1,343,1,other,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
73,1,0,1388,0,0,767,2,83,1,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
34,2,0,15,0,0,377,1,-1,0,unknown,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
31,2,0,2544,0,0,229,1,279,2,success,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
25,2,0,2007,0,0,265,2,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
30,3,0,2166,0,0,316,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
28,3,0,4579,0,0,409,2,-1,0,unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
21,2,0,2488,0,0,661,2,92,1,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
87,1,0,2190,0,0,512,2,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
22,2,0,254,0,0,143,2,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
28,3,0,1579,0,0,163,1,91,3,failure,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
31,3,0,330,0,0,260,1,194,2,success,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
60,2,0,938,0,0,380,3,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
41,1,0,5372,1,0,248,3,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
24,2,0,3176,0,0,108,2,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
54,3,0,496,0,0,452,3,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
35,3,0,0,0,0,187,7,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
70,1,0,482,0,0,372,1,196,2,success,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
62,2,0,180,0,0,183,1,90,4,other,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
59,1,0,4198,0,0,309,1,91,10,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
48,2,0,817,0,0,517,1,282,4,success,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
45,2,0,5021,0,0,233,1,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
36,1,0,991,0,0,589,2,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
33,2,0,133,0,0,305,2,274,1,success,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
32,2,0,366,0,0,366,2,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
60,3,0,979,1,0,295,3,347,1,failure,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
39,3,0,2939,0,0,348,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
37,2,0,4803,0,0,396,2,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
85,1,0,1255,0,0,233,3,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
79,1,0,8556,0,0,326,2,272,2,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
64,2,0,588,0,0,366,1,91,2,failure,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
42,2,0,994,1,0,453,1,67,9,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
47,2,0,820,0,0,262,1,91,1,success,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
66,2,0,203,0,0,353,1,195,1,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
61,2,0,86,0,0,639,1,94,1,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
27,3,0,2855,0,0,240,1,301,3,failure,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
63,2,0,474,0,0,423,1,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
36,3,0,203,0,0,255,1,88,1,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
38,1,0,7005,1,0,696,1,202,2,success,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
92,1,0,775,0,0,164,4,96,3,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
77,2,0,4112,0,0,1616,1,95,2,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
30,2,0,255,0,0,143,1,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
81,1,0,243,0,0,340,1,92,1,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
42,1,0,942,0,0,245,1,92,2,success,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
48,2,0,1180,0,0,142,1,238,3,other,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
52,2,0,992,1,0,342,1,92,2,success,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
38,2,0,70,0,0,164,4,92,4,success,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
61,1,0,4629,1,0,181,1,92,1,success,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
20,1,0,829,0,0,196,3,202,2,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
39,2,0,0,0,0,366,1,436,10,failure,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
44,2,0,2776,1,0,701,1,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
73,1,0,279,0,0,399,3,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
36,3,0,129,0,0,918,1,93,1,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
48,3,0,157,0,0,417,4,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
52,2,0,659,0,0,390,4,93,1,success,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
30,2,0,2493,0,0,293,2,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
36,3,0,3949,0,0,130,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
80,1,0,997,0,0,151,1,91,3,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
33,3,0,1699,0,0,202,1,83,3,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
56,3,0,1181,0,0,186,1,433,1,failure,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
54,2,0,0,0,0,161,1,98,2,failure,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
34,3,0,0,0,0,155,2,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
66,3,0,1948,0,0,216,1,91,4,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
52,1,0,306,0,0,223,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
60,2,0,18967,1,0,177,2,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
28,2,0,261,1,1,254,3,142,6,success,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
56,1,0,694,0,0,144,1,102,1,other,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
36,3,0,202,0,0,313,1,120,3,failure,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
45,3,0,4831,0,0,479,11,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
60,1,0,264,0,0,265,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
33,2,0,278,0,0,563,5,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
77,3,0,7802,0,0,483,2,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
66,1,0,3629,0,0,474,1,172,2,other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
45,3,0,547,0,0,577,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
30,1,0,4468,0,0,204,1,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
56,2,0,1989,0,0,336,2,281,2,failure,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
64,1,0,2645,0,0,219,2,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
30,3,0,4060,0,0,179,1,93,1,other,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
33,2,0,303,1,0,355,1,301,5,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
72,1,0,2600,0,0,443,2,82,3,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
44,3,0,1818,1,1,508,1,92,4,failure,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
37,2,0,728,0,0,129,1,174,2,other,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
52,2,0,955,0,1,153,1,48,3,success,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
37,2,0,265,1,1,140,1,366,2,failure,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
34,3,0,123,0,0,301,3,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
78,1,0,4807,0,0,892,2,104,4,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
45,2,0,205,0,0,373,1,92,1,success,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
68,3,0,2812,0,0,279,2,181,1,failure,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
53,3,0,6571,0,0,208,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
39,2,0,2758,0,0,658,3,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
55,3,0,2037,0,0,305,2,94,3,success,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
32,3,0,0,0,0,233,3,276,2,failure,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
76,1,0,2223,0,0,429,1,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
35,2,0,1085,0,0,195,6,97,12,other,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
55,2,0,602,0,0,390,2,150,6,success,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
41,3,0,1646,1,0,261,1,184,6,success,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
35,3,0,415,0,0,649,1,176,1,failure,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
80,2,0,2354,0,0,739,1,181,2,failure,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
38,2,0,318,0,0,383,1,181,5,failure,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
48,2,0,1730,1,0,489,1,178,2,failure,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
25,1,0,448,0,0,151,1,297,1,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
36,3,0,994,0,0,195,1,176,5,failure,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29,3,0,19,0,0,110,2,64,2,success,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
58,2,0,1625,0,0,286,2,-1,0,unknown,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
46,2,0,1144,1,0,376,2,129,3,other,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
23,3,0,897,1,0,190,2,280,8,failure,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
67,2,0,704,0,0,186,2,97,1,success,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
30,3,0,1996,0,0,1133,3,101,1,other,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
22,2,0,216,0,0,363,1,187,1,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
45,2,0,1206,0,0,309,1,446,3,failure,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
40,3,0,1855,0,0,78,6,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
35,3,0,62,0,0,469,2,185,2,failure,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
33,2,0,1536,0,0,359,1,92,3,success,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
60,2,0,824,1,0,127,1,558,7,other,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
24,3,0,235,0,0,98,1,92,1,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
18,1,0,108,0,0,92,1,183,1,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
65,3,0,2331,0,0,290,1,92,1,success,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
27,3,0,390,0,0,120,2,104,2,failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
35,2,0,-32,0,1,63,4,182,5,failure,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
39,3,0,172,1,0,125,2,183,2,failure,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
53,2,0,10541,0,0,164,2,92,1,success,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
23,2,0,480,0,0,742,2,182,1,failure,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
34,2,0,2374,1,0,243,2,92,3,success,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
36,3,0,479,0,0,629,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
52,2,0,94,0,0,153,1,92,13,success,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
36,1,0,417,0,0,151,1,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
61,3,0,2557,1,0,158,2,92,5,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
58,2,0,589,1,0,511,3,183,6,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
48,2,0,201,0,0,406,2,92,2,success,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
34,3,0,2885,0,0,314,2,156,4,other,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
58,2,0,2155,0,1,135,2,92,5,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
39,2,0,902,1,0,691,2,180,5,failure,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
44,3,0,1791,0,0,71,1,190,1,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
54,2,0,2206,0,0,449,1,91,3,success,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
27,3,0,5291,0,0,293,1,91,4,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
77,2,0,638,0,0,288,1,188,1,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
30,2,0,4448,0,0,112,8,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
61,3,0,5267,0,0,226,3,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
76,1,0,3324,0,0,309,1,90,4,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
28,2,0,61,1,0,253,1,174,4,success,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
35,3,0,0,1,0,391,2,92,5,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
59,2,0,116,0,0,268,1,183,7,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
42,2,0,413,1,0,456,2,184,2,success,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
35,3,0,353,0,0,352,1,183,1,success,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
71,2,0,1712,0,0,660,1,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
60,2,0,523,0,0,467,1,182,3,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
34,2,0,1454,1,0,231,2,297,2,failure,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
57,1,0,9367,0,0,981,1,90,6,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
75,2,0,291,0,0,515,1,183,1,failure,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
64,3,0,846,0,0,671,1,181,3,failure,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
36,3,0,341,0,0,419,2,183,1,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
29,2,0,113,0,0,328,2,183,4,success,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
34,3,0,13014,0,0,637,1,183,1,success,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
26,2,0,632,0,0,218,1,-1,0,unknown,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
41,3,0,27696,0,0,138,2,184,3,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
47,2,0,3715,0,0,171,2,182,4,other,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
52,3,0,4675,0,0,181,3,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
32,2,0,3271,0,0,375,1,374,1,other,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
21,2,0,123,0,0,379,5,93,2,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
54,2,0,10185,0,0,251,1,186,3,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
29,3,0,1026,0,0,138,2,92,2,success,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
32,3,0,905,0,0,666,4,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
38,2,0,775,0,0,1835,3,182,2,success,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
48,2,0,926,0,0,382,4,185,6,success,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
46,3,0,349,0,0,295,2,616,1,failure,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
32,2,0,484,1,0,83,6,187,3,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
49,1,0,1830,1,0,136,1,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
37,3,0,2987,1,0,93,1,91,9,failure,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
37,3,0,197,0,0,531,1,91,2,success,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
23,2,0,431,0,0,201,3,186,2,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
58,2,0,169,0,0,216,1,91,4,success,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
45,3,0,226,1,0,91,4,185,6,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
30,2,0,2424,0,0,337,1,95,2,success,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
23,2,0,1234,0,0,379,1,91,1,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
34,3,0,271,1,0,308,1,94,4,success,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
27,3,0,-69,1,0,205,3,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
28,3,0,1562,0,0,659,4,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
61,3,0,52587,0,0,394,3,189,1,success,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
27,2,0,535,0,0,171,1,91,2,success,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
34,3,0,2159,0,0,386,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,2,0,195,1,0,220,1,63,5,failure,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
28,2,0,154,1,0,416,2,-1,0,unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,3,0,681,0,0,737,1,561,2,success,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
66,2,0,2326,0,1,232,1,181,1,success,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
52,2,0,961,0,1,222,1,553,4,failure,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
26,3,0,2532,1,1,269,1,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38,3,0,455,1,0,255,2,555,6,success,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
59,3,0,2013,0,0,222,4,94,2,success,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
47,2,0,1568,1,0,388,1,262,7,success,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
22,1,0,1215,0,0,145,3,192,1,failure,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
82,2,0,121,0,0,330,1,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
60,2,0,1,0,0,302,1,184,1,success,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
53,3,0,597,0,0,392,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39,3,0,763,0,0,543,1,189,1,failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,1,0,326,0,0,326,1,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,3,0,1380,0,0,155,1,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
80,1,0,0,0,0,639,1,189,1,failure,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
47,2,0,368,0,0,269,1,187,5,success,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
72,3,0,438,0,0,279,1,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
45,3,0,483,0,0,95,2,265,11,other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37,3,0,7620,0,0,367,1,176,6,failure,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
29,3,0,805,0,0,132,1,103,7,failure,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
40,3,0,0,1,0,228,2,182,6,failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,3,0,302,1,1,61,1,384,2,failure,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20,2,0,215,0,0,175,1,92,6,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
48,3,0,5473,0,0,127,2,184,2,success,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
60,2,0,106,0,0,137,1,187,4,success,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
70,1,0,2346,0,0,694,1,184,5,failure,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
78,2,0,3219,0,0,151,1,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
52,1,0,2227,0,0,242,2,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
61,3,0,6610,0,0,481,2,-1,0,unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
27,2,0,195,1,0,416,3,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
63,2,0,973,0,0,318,1,388,1,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
59,2,0,7766,1,0,1422,1,461,1,failure,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
22,2,0,948,0,0,169,1,191,3,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
66,1,0,2149,1,0,98,1,87,10,failure,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
74,1,0,1413,0,0,385,2,-1,0,unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
52,2,0,117,0,0,959,3,186,6,success,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
71,2,0,0,0,0,771,1,171,1,success,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
